user_id,month,age,city,plan,total_messages,total_mb,total_minutes,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,total_cost
1138,2018-12,66,"Riverside-San Bernardino-Ontario, CA MSA",surf,7.0,8084.349999999999,165.39000000000001,50,15360,500,20,20.0
1139,2018-11,66,"New Orleans-Metairie, LA MSA",surf,26.0,7640.26,148.6,50,15360,500,20,20.0
1139,2018-12,66,"New Orleans-Metairie, LA MSA",surf,56.0,16642.19,316.44,50,15360,500,20,32.70138671874999
1140,2018-03,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1140,2018-04,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1140,2018-05,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1140,2018-06,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,3.0,6188.79,159.24,50,15360,500,20,20.0
1140,2018-07,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,13.0,24060.44,767.37,50,15360,500,20,112.986334375
1140,2018-08,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,13.0,20653.77,542.74,50,15360,500,20,72.97917265625001
1140,2018-09,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,12.0,14411.51,683.89,50,15360,500,20,25.5167
1140,2018-10,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,16.0,16832.5,825.87,50,15360,500,20,44.1559828125
1140,2018-11,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,8.0,7153.67,324.91,50,15360,500,20,20.0
1140,2018-12,53,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1141,2018-06,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,3.0,1990.02,128.54,50,15360,500,20,20.0
1141,2018-07,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,13.0,15038.09,739.73,50,15360,500,20,27.1919
1141,2018-08,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,19.0,16926.93,646.21,50,15360,500,20,39.68835078125
1141,2018-09,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,26.0,13151.789999999999,795.93,50,15360,500,20,28.877899999999997
1141,2018-10,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,21.0,15702.7,1010.26,50,15360,500,20,38.65447968750001
1141,2018-11,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,15.0,17335.74,762.94,50,15360,500,20,47.18253593750002
1141,2018-12,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,23.0,18037.61,815.1,50,15360,500,20,55.60153515625001
1142,2018-08,18,"New Orleans-Metairie, LA MSA",surf,14.0,5493.87,81.85,50,15360,500,20,20.0
1142,2018-09,18,"New Orleans-Metairie, LA MSA",surf,28.0,22002.61,361.52,50,15360,500,20,84.86923828125
1142,2018-10,18,"New Orleans-Metairie, LA MSA",surf,45.0,14142.56,377.48,50,15360,500,20,20.0
1142,2018-11,18,"New Orleans-Metairie, LA MSA",surf,47.0,18743.06,409.93,50,15360,500,20,53.03769531250001
1142,2018-12,18,"New Orleans-Metairie, LA MSA",surf,47.0,16170.33,390.04,50,15360,500,20,27.91337890625
1143,2018-10,69,"Cincinnati, OH-KY-IN MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1143,2018-11,69,"Cincinnati, OH-KY-IN MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1143,2018-12,69,"Cincinnati, OH-KY-IN MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1144,2018-04,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,21.0,8196.029999999999,152.09,1000,30720,3000,70,70.0
1144,2018-05,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,73.0,25753.69,585.29,1000,30720,3000,70,70.0
1144,2018-06,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,64.0,26198.65,450.85,1000,30720,3000,70,70.0
1144,2018-07,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,64.0,38583.96,664.34,1000,30720,3000,70,123.7575390625
1144,2018-08,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,86.0,36704.71,540.45,1000,30720,3000,70,110.911103515625
1144,2018-09,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,74.0,37587.03,469.06,1000,30720,3000,70,116.94258789062499
1144,2018-10,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,72.0,38156.82,550.14,1000,30720,3000,70,120.83763671874999
1144,2018-11,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,66.0,30493.86,484.65,1000,30720,3000,70,70.0
1144,2018-12,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,81.0,33370.53,485.21999999999997,1000,30720,3000,70,88.11885742187499
1145,2018-04,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1145,2018-05,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1145,2018-06,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,44.0,8298.869999999999,364.76,50,15360,500,20,20.0
1145,2018-07,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,78.0,17051.47,323.43,50,15360,500,20,37.358261718750015
1145,2018-08,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,75.0,17008.2,297.97,50,15360,500,20,36.84570312500001
1145,2018-09,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,55.0,17330.79,492.15999999999997,50,15360,500,20,39.39599609375001
1145,2018-10,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,71.0,23605.38,319.89,50,15360,500,20,101.15128906250001
1145,2018-11,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,64.0,19764.82,210.17,50,15360,500,20,63.4358203125
1145,2018-12,29,"San Jose-Sunnyvale-Santa Clara, CA MSA",surf,61.0,18802.88,340.36,50,15360,500,20,53.95187500000001
1146,2018-10,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,43.0,11661.46,206.48,50,15360,500,20,20.0
1146,2018-11,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,86.0,19888.04,418.64,50,15360,500,20,65.299140625
1146,2018-12,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,109.0,17860.26,439.73,50,15360,500,20,46.18660156249999
1147,2018-04,71,"Urban Honolulu, HI MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1147,2018-05,71,"Urban Honolulu, HI MSA",surf,24.0,28739.36,713.59,50,15360,500,20,157.0655125
1147,2018-06,71,"Urban Honolulu, HI MSA",surf,23.0,34888.83,604.12,50,15360,500,20,213.83483046875003
1147,2018-07,71,"Urban Honolulu, HI MSA",surf,30.0,36723.28,742.39,50,15360,500,20,235.89748125
1147,2018-08,71,"Urban Honolulu, HI MSA",surf,27.0,32962.14,932.61,50,15360,500,20,204.87419843749998
1147,2018-09,71,"Urban Honolulu, HI MSA",surf,18.0,35929.97,532.19,50,15360,500,20,221.84431328125
1147,2018-10,71,"Urban Honolulu, HI MSA",surf,24.0,36895.77,634.46,50,15360,500,20,234.34405390624997
1147,2018-11,71,"Urban Honolulu, HI MSA",surf,33.0,25423.63,761.55,50,15360,500,20,126.12413671875001
1147,2018-12,71,"Urban Honolulu, HI MSA",surf,24.0,25811.670000000002,901.52,50,15360,500,20,134.11268984375002
1148,2018-11,67,"Columbia, SC MSA",surf,47.0,13722.77,421.67,50,15360,500,20,20.0
1148,2018-12,67,"Columbia, SC MSA",surf,76.0,17832.13,580.93,50,15360,500,20,47.34979453125001
1149,2018-03,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-04,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-05,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-06,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-07,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-08,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1149,2018-09,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,2450.56,247.57999999999998,50,15360,500,20,20.0
1149,2018-10,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,11688.36,477.2,50,15360,500,20,20.0
1149,2018-11,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,12987.49,567.86,50,15360,500,20,22.035800000000002
1149,2018-12,54,"San Francisco-Oakland-Berkeley, CA MSA",surf,0.0,7911.99,399.71,50,15360,500,20,20.0
1150,2018-09,46,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,4121.2,148.2,1000,30720,3000,70,70.0
1150,2018-10,46,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,15184.27,428.81,1000,30720,3000,70,70.0
1150,2018-11,46,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,18137.14,591.98,1000,30720,3000,70,70.0
1150,2018-12,46,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,0.0,12881.1,455.45,1000,30720,3000,70,70.0
1151,2018-03,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1151,2018-04,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1151,2018-05,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1151,2018-06,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1151,2018-07,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1151,2018-08,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,23.0,4775.44,145.3,50,15360,500,20,20.0
1151,2018-09,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,57.0,14761.49,472.18,50,15360,500,20,20.21
1151,2018-10,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,60.0,20534.38,464.39,50,15360,500,20,70.83105468750001
1151,2018-11,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,63.0,16671.63,611.78,50,15360,500,20,36.55228671875001
1151,2018-12,21,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,57.0,12759.72,674.09,50,15360,500,20,25.4327
1152,2018-11,35,"Orlando-Kissimmee-Sanford, FL MSA",surf,0.0,16922.13,603.83,50,15360,500,20,38.37007578125001
1152,2018-12,35,"Orlando-Kissimmee-Sanford, FL MSA",surf,0.0,15773.119999999999,698.37,50,15360,500,20,29.98547499999999
1153,2018-06,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,4746.07,238.36,50,15360,500,20,20.0
1153,2018-07,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,11763.72,585.12,50,15360,500,20,22.5536
1153,2018-08,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,15152.16,645.5,50,15360,500,20,24.365000000000002
1153,2018-09,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,19322.87,552.82,50,15360,500,20,60.28450234374999
1153,2018-10,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,10091.36,755.66,50,15360,500,20,27.6698
1153,2018-11,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,16651.62,620.77,50,15360,500,20,36.23657656249999
1153,2018-12,30,"Bridgeport-Stamford-Norwalk, CT MSA",surf,0.0,9006.32,594.79,50,15360,500,20,22.8437
1154,2018-07,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1154,2018-08,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1154,2018-09,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1154,2018-10,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,74.0,16242.38,338.52,1000,30720,3000,70,70.0
1154,2018-11,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,68.0,18063.16,273.39,1000,30720,3000,70,70.0
1154,2018-12,53,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,83.0,12544.68,239.32,1000,30720,3000,70,70.0
1155,2018-02,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,8.0,4975.1900000000005,86.03999999999999,1000,30720,3000,70,70.0
1155,2018-03,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,34.0,20935.06,253.99,1000,30720,3000,70,70.0
1155,2018-04,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,49.0,18536.920000000002,276.18,1000,30720,3000,70,70.0
1155,2018-05,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,36.0,16743.03,215.61,1000,30720,3000,70,70.0
1155,2018-06,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,35.0,20582.21,197.07,1000,30720,3000,70,70.0
1155,2018-07,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,27.0,20407.8,130.26,1000,30720,3000,70,70.0
1155,2018-08,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,33.0,26732.39,234.82,1000,30720,3000,70,70.0
1155,2018-09,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,47.0,25109.6,201.29999999999998,1000,30720,3000,70,70.0
1155,2018-10,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,23.0,25785.6,253.21,1000,30720,3000,70,70.0
1155,2018-11,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,28.0,20099.69,266.93,1000,30720,3000,70,70.0
1155,2018-12,19,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,35.0,26530.44,203.07999999999998,1000,30720,3000,70,70.0
1156,2018-03,71,"Albuquerque, NM MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1156,2018-04,71,"Albuquerque, NM MSA",surf,0.0,8642.62,226.73,50,15360,500,20,20.0
1156,2018-05,71,"Albuquerque, NM MSA",surf,0.0,24169.96,471.25,50,15360,500,20,106.03476562499999
1156,2018-06,71,"Albuquerque, NM MSA",surf,0.0,21636.5,566.61,50,15360,500,20,83.2922453125
1156,2018-07,71,"Albuquerque, NM MSA",surf,0.0,23331.7,507.65999999999997,50,15360,500,20,98.0784328125
1156,2018-08,71,"Albuquerque, NM MSA",surf,0.0,17630.7,391.78,50,15360,500,20,42.17480468750001
1156,2018-09,71,"Albuquerque, NM MSA",surf,0.0,20283.49,311.69,50,15360,500,20,68.08095703125002
1156,2018-10,71,"Albuquerque, NM MSA",surf,0.0,19966.57,387.09,50,15360,500,20,64.98603515625
1156,2018-11,71,"Albuquerque, NM MSA",surf,0.0,18137.5,605.26,50,15360,500,20,50.2818234375
1156,2018-12,71,"Albuquerque, NM MSA",surf,0.0,17486.49,377.51,50,15360,500,20,40.766503906250016
1157,2018-07,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,6447.47,296.52,50,15360,500,20,20.0
1157,2018-08,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,15398.11,362.51,50,15360,500,20,20.372167968750006
1157,2018-09,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,10238.27,498.17,50,15360,500,20,20.0
1157,2018-10,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,10062.17,405.71,50,15360,500,20,20.0
1157,2018-11,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,9236.95,391.46999999999997,50,15360,500,20,20.0
1157,2018-12,63,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,0.0,8196.85,486.37,50,15360,500,20,20.0
1158,2018-11,20,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1158,2018-12,20,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",ultimate,0.0,21244.74,451.36,1000,30720,3000,70,70.0
1159,2018-07,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1159,2018-08,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,73.0,6412.6,706.12,1000,30720,3000,70,70.0
1159,2018-09,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,107.0,17015.76,759.4,1000,30720,3000,70,70.0
1159,2018-10,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,106.0,15861.99,806.92,1000,30720,3000,70,70.0
1159,2018-11,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,94.0,13825.28,813.42,1000,30720,3000,70,70.0
1159,2018-12,58,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,110.0,13966.210000000001,1015.74,1000,30720,3000,70,70.0
1160,2018-02,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1160,2018-03,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1160,2018-04,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,9.0,6759.66,215.51,50,15360,500,20,20.0
1160,2018-05,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,14.0,20314.35,594.27,50,15360,500,20,71.21042421874998
1160,2018-06,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,11.0,16732.0,523.71,50,15360,500,20,34.1097375
1160,2018-07,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,17.0,15954.6,565.48,50,15360,500,20,27.771040625000005
1160,2018-08,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,24.0,22566.63,612.3,50,15360,500,20,93.74624609375002
1160,2018-09,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,23.0,15166.3,644.21,50,15360,500,20,24.3263
1160,2018-10,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,13.0,24711.15,638.82,50,15360,500,20,115.48442421875002
1160,2018-11,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,10.0,22695.93,499.2,50,15360,500,20,91.63994140625
1160,2018-12,44,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,14.0,22595.059999999998,570.5,50,15360,500,20,92.76988281249997
1161,2018-11,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,0.0,1052.08,107.39,1000,30720,3000,70,70.0
1161,2018-12,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,2.0,13603.88,682.16,1000,30720,3000,70,70.0
1162,2018-07,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1162,2018-08,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1162,2018-09,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1162,2018-10,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,23.0,10939.1,298.6,1000,30720,3000,70,70.0
1162,2018-11,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,34.0,17130.9,353.23,1000,30720,3000,70,70.0
1162,2018-12,20,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,39.0,19813.79,367.15999999999997,1000,30720,3000,70,70.0
1163,2018-01,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-02,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-03,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-04,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-05,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-06,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-07,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1163,2018-08,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,4.0,12166.449999999999,367.18,1000,30720,3000,70,70.0
1163,2018-09,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,3.0,14821.54,407.26,1000,30720,3000,70,70.0
1163,2018-10,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,7.0,19785.31,678.34,1000,30720,3000,70,70.0
1163,2018-11,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,10.0,26548.26,547.01,1000,30720,3000,70,70.0
1163,2018-12,27,"Los Angeles-Long Beach-Anaheim, CA MSA",ultimate,6.0,22193.15,495.9,1000,30720,3000,70,70.0
1164,2018-02,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1164,2018-03,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,0.0,0.0,0.0,1000,30720,3000,70,70.0
1164,2018-04,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,9.0,2947.77,102.43,1000,30720,3000,70,70.0
1164,2018-05,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,26.0,13675.95,426.48,1000,30720,3000,70,70.0
1164,2018-06,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,29.0,16795.58,372.36,1000,30720,3000,70,70.0
1164,2018-07,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,28.0,13498.97,383.52,1000,30720,3000,70,70.0
1164,2018-08,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,21.0,14337.82,273.8,1000,30720,3000,70,70.0
1164,2018-09,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,29.0,14072.88,428.02,1000,30720,3000,70,70.0
1164,2018-10,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,25.0,16135.66,420.68,1000,30720,3000,70,70.0
1164,2018-11,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,32.0,16867.46,442.81,1000,30720,3000,70,70.0
1164,2018-12,31,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,26.0,16078.19,332.21,1000,30720,3000,70,70.0
1165,2018-10,20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,2.0,3228.44,8.34,50,15360,500,20,20.0
1165,2018-11,20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,42.0,18911.25,114.98,50,15360,500,20,54.68017578125
1165,2018-12,20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,24.0,15928.3,174.69,50,15360,500,20,25.549804687499993
1166,2018-05,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1166,2018-06,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1166,2018-07,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1166,2018-08,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1166,2018-09,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,16678.22,174.8,50,15360,500,20,32.87324218750001
1166,2018-10,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,19805.95,169.62,50,15360,500,20,63.41748046875001
1166,2018-11,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,28112.87,172.21,50,15360,500,20,144.53974609374998
1166,2018-12,26,"Baltimore-Columbia-Towson, MD MSA",surf,0.0,19746.03,203.66,50,15360,500,20,62.83232421874999
1167,2018-04,47,"Denver-Aurora-Lakewood, CO MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1167,2018-05,47,"Denver-Aurora-Lakewood, CO MSA",surf,16.0,3367.1800000000003,168.2,50,15360,500,20,20.0
1167,2018-06,47,"Denver-Aurora-Lakewood, CO MSA",surf,49.0,15091.52,615.97,50,15360,500,20,23.479100000000003
1167,2018-07,47,"Denver-Aurora-Lakewood, CO MSA",surf,59.0,12309.02,557.26,50,15360,500,20,21.9878
1167,2018-08,47,"Denver-Aurora-Lakewood, CO MSA",surf,31.0,8734.55,548.65,50,15360,500,20,21.4595
1167,2018-09,47,"Denver-Aurora-Lakewood, CO MSA",surf,44.0,13276.26,426.12,50,15360,500,20,20.0
1167,2018-10,47,"Denver-Aurora-Lakewood, CO MSA",surf,52.0,16142.29,603.43,50,15360,500,20,30.802450781250005
1167,2018-11,47,"Denver-Aurora-Lakewood, CO MSA",surf,41.0,13312.88,604.18,50,15360,500,20,23.1254
1167,2018-12,47,"Denver-Aurora-Lakewood, CO MSA",surf,52.0,13003.48,577.04,50,15360,500,20,22.371199999999998
1168,2018-12,58,"Milwaukee-Waukesha, WI MSA",surf,14.0,7322.85,276.28,50,15360,500,20,20.0
1169,2018-12,67,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,110.0,17431.28,789.82,50,15360,500,20,50.72194374999999
1170,2018-09,18,"Pittsburgh, PA MSA",surf,3.0,7189.24,84.13,50,15360,500,20,20.0
1170,2018-10,18,"Pittsburgh, PA MSA",surf,5.0,23753.86,849.44,50,15360,500,20,112.4544890625
1170,2018-11,18,"Pittsburgh, PA MSA",surf,13.0,28390.97,668.8,50,15360,500,20,152.31956640625
1170,2018-12,18,"Pittsburgh, PA MSA",surf,11.0,24574.25,834.07,50,15360,500,20,120.00501015625
1171,2018-01,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,0.0,0.0,50,15360,500,20,20.0
1171,2018-02,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,16042.380000000001,240.63,50,15360,500,20,26.66386718750001
1171,2018-03,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,25452.13,284.89,50,15360,500,20,118.55595703125002
1171,2018-04,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,20924.42,352.07,50,15360,500,20,74.34003906249998
1171,2018-05,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,20635.5,240.0,50,15360,500,20,71.5185546875
1171,2018-06,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,18007.14,287.76,50,15360,500,20,45.850976562499994
1171,2018-07,56,"Boston-Cambridge-Newton, MA-NH MSA",surf,0.0,20298.36,303.89,50,15360,500,20,68.226171875
